episode_id,step,behaviour_policy,sim_id,wind_speed_id,wave_hs_id,wave_tp_id,wind_seed_id,wind_speed_setpoint,damage_weight,true_wind_speed,true_turbulence_std,true_wind_direction,true_wave_hs,true_wave_tp,true_thrust,true_power,true_tower_damage_rate,true_turbulence_intensity,prev_pitch_offset_deg,prev_yaw_setpoint_deg,prev_ipc_level,nacelle_yaw_deg,yaw_error_deg,inflow_direction_deg,vane_bias_deg,cumulative_damage_fraction,step_fraction,action_pitch_offset_deg,action_yaw_setpoint_deg,action_ipc_level,action_requested_pitch_offset_deg,action_requested_yaw_setpoint_deg,action_requested_ipc_level,reward,reward_fatigue_relief,reward_severity,reward_fatigue_term,reward_power_loss_fraction,reward_duty_total,duty_pitch_travel,duty_yaw_engagement,duty_yaw_seconds,duty_ipc,damage_controlled,damage_baseline,damage_ratio,del_ratio,damage_controlled_base_section,damage_controlled_top_section,damage_controlled_max_section_id,damage_baseline_base_section,damage_baseline_top_section,controllable_share_max_section,controllable_share_mean,ct_ratio,cp_ratio,power_baseline_w,thrust_baseline_n,gain_thrust_turbulence,gain_rotor_cyclic,next_true_wind_speed,next_true_turbulence_std,next_true_wind_direction,next_true_wave_hs,next_true_wave_tp,next_true_thrust,next_true_power,next_true_tower_damage_rate,done,tower,step_seconds,meas_wind_speed,valid_wind_speed,meas_turbulence_std,valid_turbulence_std,meas_wind_direction,valid_wind_direction,meas_wave_hs,valid_wave_hs,meas_wave_tp,valid_wave_tp,meas_tower_damage_rate,valid_tower_damage_rate,meas_thrust,valid_thrust,meas_power,valid_power,sensor_health
0,0,random,411,2,3,5,3,4.5,232.33914,4.0060463,0.7696029,-0.9181323,1.2427105,9.923076,513132.97,1176582.0,4.955833e-09,0.19211033,0.0,0.0,0.0,0.5472648,0.0,0.5472648,-1.4653971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14027667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.955833e-09,4.955833e-09,1.0,1.0,4.955833e-09,2.0723476e-09,1,4.955833e-09,2.0723476e-09,0.16870601,0.13713841,1.0,1.0,1176582.0,513132.97,1.0,1.0,4.0060463,0.7696029,1.7704993,1.2427105,9.28213,393355.47,1090461.6,6.365028e-09,0,opt1,600.0,4.0,1,0.65,1,-2.0,1,0.8,1,9.7,1,4.6447823e-09,1,522724.28,1,1180000.0,1,1.0
0,1,random,410,2,3,4,3,4.5,232.33914,4.0060463,0.7696029,1.7704993,1.2427105,9.28213,393355.47,1090461.6,6.365028e-09,0.19211033,0.0,0.0,0.0,0.5472648,2.6886315,3.2358963,-1.4653971,1.3879267e-05,0.028571429,4.0,3.341686,0.44997004,6.8850822,3.341686,0.44997004,-0.0109754605,0.02887531,0.15701398,0.009067655,0.0039145653,0.32257098,0.5,0.0,0.0,0.44997004,6.365028e-09,6.9498483e-09,0.91585135,0.9711247,6.365028e-09,2.4500062e-09,1,6.9498483e-09,2.4854392e-09,0.1400663,0.11541194,0.7665761,0.92680454,1176582.0,513132.97,0.7665761,0.7097522,4.146646,1.0507336,0.43779704,1.2427105,9.28213,521512.62,1292120.0,2.8147692e-08,0,opt1,600.0,4.2,1,0.65,1,5.0,1,0.8,1,9.7,1,6.330905e-09,1,382852.47,1,1090000.0,1,1.0
0,2,random,312,2,3,4,1,4.5,232.33914,4.146646,1.0507336,0.43779704,1.2427105,9.28213,521512.62,1292120.0,2.8147692e-08,0.2533936,4.0,3.341686,0.44997004,12.096111,-10.192917,1.9031941,-1.4653971,3.1705113e-05,0.057142857,0.5413383,-11.658314,0.71285737,0.5413383,-25.413269,0.71285737,-0.015008443,0.012407666,0.25342518,0.00628883,0.0019084465,0.38777652,0.43233272,0.05015045,30.090271,0.71285737,2.8147692e-08,2.9221983e-08,0.9632369,0.98759234,2.8147692e-08,3.3431293e-09,1,2.9221983e-08,3.360259e-09,0.2195753,0.17003821,0.9398213,0.96852887,1334105.8,554906.1,0.9398213,0.9349532,4.325093,1.2971356,10.51704,1.2427105,9.28213,607921.4,1534026.0,1.7592297e-08,0,opt1,600.0,4.5,1,0.6,1,2.0,1,1.05,1,9.7,0,2.8359588e-08,1,564320.56,1,1290000.0,1,0.875
0,3,random,508,2,3,4,5,4.5,232.33914,4.325093,1.2971356,10.51704,1.2427105,9.28213,607921.4,1534026.0,1.7592297e-08,0.29990932,0.5413383,-11.658314,0.71285737,12.096111,-0.11367346,11.982437,-1.4653971,0.000110535315,0.08571429,0.0,0.0,0.21285738,0.0,0.0,0.0,-0.0017657018,0.007853788,0.21568091,0.0033878246,2.5799534e-07,0.10306537,0.06766729,0.03897798,23.386787,0.21285738,1.7592297e-08,1.8013393e-08,0.9766232,0.9921462,1.7592297e-08,5.404611e-09,1,1.8013393e-08,5.4386797e-09,0.32583424,0.24464968,0.99999607,0.9999963,1534031.6,607923.75,0.99999607,0.938925,4.0060463,0.7696029,8.954258,1.2427105,9.28213,372630.84,1036368.9,6.4833916e-09,0,opt1,600.0,4.4,1,1.15,1,11.0,1,0.95,1,9.0,1,1.7013907e-08,1,598933.56,1,1550000.0,1,1.0
0,4,random,410,2,3,4,3,4.5,232.33914,4.0060463,0.7696029,8.954258,1.2427105,9.28213,372630.84,1036368.9,6.4833916e-09,0.19211033,0.0,0.0,0.21285738,23.954258,-13.534603,10.419655,-1.4653971,0.00015980417,0.114285715,4.0,-15.0,0.55238456,5.013124,-29.756325,0.55238456,-0.01777369,0.022892585,0.15701398,0.0071889115,0.0063733263,0.3717855,0.5,0.05015045,30.090271,0.55238456,6.4833916e-09,6.9498483e-09,0.9328825,0.9771074,6.4833916e-09,2.460533e-09,1,6.9498483e-09,2.4854392e-09,0.1400663,0.11541194,0.72618765,0.8808301,1176582.0,513132.97,0.72618765,0.8185292,4.325093,1.2971356,7.6532135,1.4394752,10.181785,387380.94,1186279.2,1.5061719e-08,0,opt1,600.0,4.5,1,1.4,1,14.0,1,0.95,1,9.4,1,6.2738503e-09,1,354956.66,1,1030000.0,1,1.0
0,5,random,516,2,4,5,5,4.5,232.33914,4.325093,1.2971356,7.6532135,1.4394752,10.181785,387380.94,1186279.2,1.5061719e-08,0.29990932,4.0,-15.0,0.55238456,35.125446,-26.006836,9.11861,-1.4653971,0.0001779615,0.14285715,3.6860766,-27.472233,0.39505473,3.6860766,-27.472233,0.39505473,-0.003289868,0.048997372,0.2136599,0.020937547,0.015806926,0.16840978,0.039240427,0.041699205,25.019524,0.39505473,1.5061719e-08,1.7511743e-08,0.86009246,0.9510026,1.5061719e-08,4.487052e-09,1,1.7511743e-08,4.5080184e-09,0.29441795,0.21610388,0.6372196,0.7733082,1534031.6,607923.75,0.6372196,0.9311377,3.9839456,0.9964736,-0.19699202,1.4394752,10.181785,322998.28,943529.56,1.06346265e-08,0,opt1,600.0,4.3,1,0.75,1,16.0,1,1.0,1,9.7,1,1.5964728e-08,1,382823.88,1,1180000.0,1,1.0
0,6,random,369,2,4,5,2,4.5,232.33914,3.9839456,0.9964736,-0.19699202,1.4394752,10.181785,322998.28,943529.56,1.06346265e-08,0.25012228,3.6860766,-27.472233,0.39505473,12.27524,-11.006835,1.2684051,-1.4653971,0.00022014324,0.17142858,5.6781025,-12.472232,0.8925552,5.6781025,25.12261,0.8925552,-0.015027642,0.040129896,0.18849862,0.01512886,0.009790612,0.4073178,0.24900323,0.05015045,30.090271,0.8925552,1.06346265e-08,1.20249934e-08,0.8843769,0.9598701,1.06346265e-08,3.9949097e-09,1,1.20249934e-08,4.03994e-09,0.15573986,0.11731539,0.63619316,0.8141434,1158923.0,507704.72,0.63619316,0.59925395,3.5883133,0.8609886,-0.08800797,1.1740619,9.827664,361727.03,854024.1,1.2867759e-09,0,opt1,600.0,3.8,1,1.15,1,2.0,1,1.35,1,10.9,1,1.0168523e-08,1,329958.1,1,940000.0,1,1.0
0,7,random,166,1,3,5,4,3.5,184.44374,3.5883133,0.8609886,-0.08800797,1.1740619,9.827664,361727.03,854024.1,1.2867759e-09,0.23994243,5.6781025,-12.472232,0.8925552,12.27524,-10.897851,1.3773891,-1.4653971,0.00024992647,0.2,1.8555404,-8.682737,0.8476802,1.8555404,-8.682737,0.8476802,-0.020395815,0.017918585,0.08437502,0.0030237618,0.0016664363,0.43506283,0.47782025,0.0,0.0,0.8476802,1.2867759e-09,1.3585025e-09,0.9472017,0.9820814,1.2867759e-09,1.8552423e-10,1,1.3585025e-09,1.8669744e-10,0.13620804,0.10483438,0.8649507,0.9588389,890685.7,418205.38,0.8649507,0.82790166,3.2005703,1.1123898,-1.1871537,1.1740619,9.827664,266212.03,590955.06,2.8971232e-09,0,opt1,600.0,3.2,1,0.75,1,-1.0,1,1.05,1,10.2,1,1.2743487e-09,1,391296.06,1,850000.0,1,1.0
0,8,random,68,1,3,5,2,3.5,184.44374,3.2005703,1.1123898,-1.1871537,1.1740619,9.827664,266212.03,590955.06,2.8971232e-09,0.34755984,1.8555404,-8.682737,0.8476802,-7.5044165,7.7826595,0.27824336,-1.4653971,0.00025353022,0.22857143,3.1127892,6.3172626,0.58245295,3.1127892,12.441483,0.58245295,-0.01075757,0.019335711,0.11074625,0.004282715,0.0016746501,0.2673127,0.1571561,0.05015045,30.090271,0.58245295,2.8971232e-09,3.0718914e-09,0.94310725,0.9806643,2.8971232e-09,3.1575606e-10,1,3.0718914e-09,3.1687394e-10,0.12866129,0.08824139,0.8055053,0.941315,627797.4,330490.75,0.8055053,0.7997819,3.8741229,1.0108348,-0.28677398,1.1740619,9.827664,471855.72,1061214.1,8.066611e-09,0,opt1,600.0,2.9,1,0.95,1,-1.0,1,1.0,1,11.0,1,2.6687947e-09,1,278631.12,1,600000.0,1,1.0
0,9,random,117,1,3,5,3,3.5,184.44374,3.8741229,1.0108348,-0.28677398,1.1740619,9.827664,471855.72,1061214.1,8.066611e-09,0.26091966,3.1127892,6.3172626,0.58245295,-7.5044165,8.68304,1.1786231,-1.4653971,0.00026164387,0.25714287,0.0,0.0,0.08245294,0.0,0.0,0.0,-0.014669538,-0.020052316,0.149785,-0.0060070725,0.0010567941,0.15211342,0.38909864,0.0,0.0,0.08245294,8.066611e-09,7.600178e-09,1.0613713,1.0200523,8.066611e-09,1.7748042e-09,1,7.600178e-09,1.7516057e-09,0.21738613,0.16479498,0.9772086,0.97856134,1084463.6,482860.8,0.9772086,1.1688538,3.2005703,1.1123898,6.790109,1.1740619,9.188218,306937.78,623776.56,2.7183076e-09,0,opt1,600.0,3.7,1,1.05,1,-6.0,1,0.95,1,10.3,1,7.081366e-09,1,451844.3,1,1060000.0,1,1.0
